소비일자,소비업종,성별,연령대,소비건수합계
20200503,할인점/마트,여성,30대,461281
20150518,주유,여성,50대,68601
20150620,백화점/상품권/아울렛,여성,30대,154445
20190527,패션/잡화,남성,20대,8562
20190521,할인점/마트,남성,50대,428350
20190622,자동차,남성,60대이상,18184
20150704,패션/잡화,남성,60대이상,10195
20190702,자동차,여성,30대,21746
20190726,가정생활/서비스,여성,60대이상,1180
20150706,미용,남성,40대,29196
20190516,패션/잡화,여성,50대,50037
20200707,스포츠/문화/레저,여성,40대,37159
20190528,할인점/마트,남성,50대,451950
20190706,가전/가구,남성,60대이상,21087
20200628,백화점/상품권/아울렛,남성,30대,148476
20150528,미용,남성,40대,32473
20200505,스포츠/문화/레저,여성,20대,49527
20200629,자동차,여성,20대,7074
20200521,교육/학원,남성,30대,43345
20200507,패션/잡화,남성,50대,18455
20200624,여행/교통,여성,30대,23465
20190719,자동차,여성,20대,7097
20150530,백화점/상품권/아울렛,여성,50대,103553
20150620,백화점/상품권/아울렛,남성,40대,103745
20190629,의료,남성,30대,206582
20200627,백화점/상품권/아울렛,남성,50대,82058
20150623,백화점/상품권/아울렛,남성,40대,52620
20150603,의료,여성,60대이상,78507
20200618,요식/유흥,여성,30대,651077
20150515,여행/교통,여성,40대,39075
20200509,여행/교통,여성,40대,32414
20200729,편의점,남성,30대,622954
20190712,주유,여성,40대,102333
20150612,할인점/마트,여성,20대,162673
20150723,가전/가구,남성,30대,27276
20190614,교육/학원,여성,30대,39711
20200607,가전/가구,여성,40대,26480
20200521,할인점/마트,남성,60대이상,361253
20190710,편의점,남성,40대,537198
20150501,가정생활/서비스,여성,60대이상,486
20190606,패션/잡화,남성,60대이상,14251
20190506,가정생활/서비스,남성,40대,2844
20190724,가전/가구,여성,50대,30826
20200618,패션/잡화,여성,50대,32803
20150608,주유,여성,40대,90347
20200511,미용,여성,40대,36165
20200714,가정생활/서비스,남성,40대,3225
20150611,가전/가구,남성,50대,26809
20190526,백화점/상품권/아울렛,남성,30대,204186
20190706,여행/교통,남성,30대,102553
20200516,의료,여성,40대,243621
20150729,주유,남성,40대,199101
20200621,스포츠/문화/레저,남성,30대,109177
20150511,요식/유흥,여성,20대,329998
20150714,자동차,여성,20대,3641
20190524,백화점/상품권/아울렛,남성,40대,86422
20200621,할인점/마트,남성,30대,570471
20190714,편의점,여성,40대,278024
20150624,여행/교통,남성,30대,48697
20200526,가전/가구,여성,30대,21580
20150513,백화점/상품권/아울렛,여성,40대,153032
20150723,편의점,여성,20대,139603
20150728,할인점/마트,여성,60대이상,171969
20150510,가전/가구,남성,50대,18886
20200608,스포츠/문화/레저,여성,40대,43498
20190528,편의점,남성,40대,579863
20150715,편의점,여성,60대이상,18094
20150727,주유,남성,20대,42324
20200616,여행/교통,남성,60대이상,20864
20150513,의료,여성,30대,189793
20190705,여행/교통,남성,60대이상,25488
20150524,백화점/상품권/아울렛,남성,30대,188885
20150713,할인점/마트,남성,50대,353082
20200730,여행/교통,남성,50대,52368
20190624,여행/교통,남성,30대,70836
20150723,교육/학원,남성,60대이상,3684
20190711,스포츠/문화/레저,여성,40대,67494
20150703,교육/학원,여성,20대,11671
20150530,가정생활/서비스,여성,20대,435
20150529,할인점/마트,여성,20대,159257
20190611,편의점,여성,50대,182956
20150713,미용,여성,60대이상,7943
20150528,패션/잡화,여성,50대,47549
20150717,의료,여성,50대,151280
20200530,가전/가구,여성,60대이상,19070
20150719,교육/학원,여성,50대,12528
20200708,여행/교통,여성,40대,25333
20190728,자동차,남성,40대,29039
20200528,가전/가구,남성,60대이상,31360
20200507,스포츠/문화/레저,남성,50대,57316
20200529,미용,여성,50대,40897
20150628,가정생활/서비스,여성,20대,236
20200504,할인점/마트,여성,50대,537897
20190620,미용,남성,60대이상,8697
20200627,가전/가구,여성,20대,13493
20150523,백화점/상품권/아울렛,남성,50대,63226
20200712,스포츠/문화/레저,여성,60대이상,19662
20200711,미용,남성,20대,23050
20200512,편의점,여성,40대,227970
20190715,가전/가구,남성,30대,76551
20150702,주유,여성,60대이상,22591
20190625,백화점/상품권/아울렛,여성,60대이상,46285
20150519,스포츠/문화/레저,남성,40대,61021
20150720,여행/교통,남성,20대,21009
20200524,요식/유흥,여성,60대이상,162747
20190520,자동차,남성,30대,43596
20200731,가정생활/서비스,여성,40대,2379
20190514,가전/가구,여성,60대이상,18356
20200608,주유,여성,20대,20707
20190717,가정생활/서비스,남성,50대,1828
20150618,주유,여성,50대,69000
20190612,가전/가구,남성,50대,36881
20150703,미용,남성,30대,38377
20150706,가정생활/서비스,여성,30대,1458
20200524,스포츠/문화/레저,여성,60대이상,18912
20150610,교육/학원,여성,30대,33149
20150501,스포츠/문화/레저,남성,30대,178647
20190615,의료,남성,50대,167072
20150610,패션/잡화,남성,20대,10035
20200508,가정생활/서비스,여성,30대,3029
20150528,자동차,남성,20대,6494
20200623,여행/교통,여성,20대,18296
20150622,가전/가구,남성,20대,8540
20190721,가정생활/서비스,남성,60대이상,561
20190530,미용,여성,20대,72309
20150511,할인점/마트,남성,30대,469411
20200503,요식/유흥,여성,50대,447017
20190505,여행/교통,남성,40대,148705
20190527,교육/학원,남성,40대,69228
20190618,스포츠/문화/레저,남성,60대이상,30206
20190717,여행/교통,여성,40대,47807
20190727,의료,남성,60대이상,95179
20190627,할인점/마트,여성,50대,570865
20200509,스포츠/문화/레저,여성,50대,43277
20150508,편의점,남성,30대,349401
20200601,자동차,여성,30대,19434
20200515,가전/가구,남성,50대,43605
20200512,미용,여성,60대이상,12110
20150516,가전/가구,여성,60대이상,9210
20200503,의료,여성,30대,48111
20200704,패션/잡화,여성,30대,40147
20190702,편의점,여성,20대,264623
20150624,백화점/상품권/아울렛,여성,20대,43552
20200519,미용,남성,60대이상,11839
20150714,편의점,여성,20대,140823
20200604,패션/잡화,여성,30대,31620
20190501,여행/교통,여성,50대,39218
20190503,교육/학원,남성,60대이상,7377
20200628,가전/가구,남성,30대,25393
20190620,미용,여성,20대,49763
20150611,할인점/마트,남성,40대,523487
20150716,교육/학원,남성,30대,27082
20150519,교육/학원,여성,50대,15537
20200525,주유,남성,50대,179053
20200615,가전/가구,남성,20대,11110
20150521,편의점,남성,40대,201373
20190516,가전/가구,여성,30대,23238
20200620,여행/교통,남성,30대,78386
20190518,가정생활/서비스,여성,60대이상,913
20200529,패션/잡화,여성,50대,37158
20190623,가전/가구,여성,50대,20525
20190702,여행/교통,남성,20대,24679
20150515,스포츠/문화/레저,여성,30대,55896
20190628,가전/가구,남성,40대,42429
20150708,미용,남성,20대,11990
20200619,가정생활/서비스,남성,50대,1435
20190513,주유,여성,50대,83750
20200703,요식/유흥,여성,60대이상,253236
20200702,주유,남성,20대,31139
20190608,자동차,남성,60대이상,17264
20200508,할인점/마트,여성,30대,438342
20190717,할인점/마트,남성,40대,650583
20190515,주유,여성,60대이상,38181
20190616,가전/가구,여성,30대,19746
20150506,백화점/상품권/아울렛,여성,20대,45798
20190512,가정생활/서비스,남성,40대,3052
20190623,주유,남성,50대,173664
20200514,편의점,남성,50대,303373
20200716,자동차,여성,20대,5530
20200701,스포츠/문화/레저,여성,40대,41506
20200610,스포츠/문화/레저,여성,20대,26351
20190731,할인점/마트,여성,50대,573426
20200618,미용,남성,30대,31822
20150604,교육/학원,남성,60대이상,3333
20150717,스포츠/문화/레저,남성,50대,50279
20190605,교육/학원,남성,50대,27518
20190607,가전/가구,여성,20대,11115
20150626,가정생활/서비스,남성,30대,2264
20200507,여행/교통,여성,30대,24140
20190628,스포츠/문화/레저,여성,50대,65423
20200622,스포츠/문화/레저,여성,20대,28790
20200606,여행/교통,여성,60대이상,12943
20190531,할인점/마트,여성,40대,693344
20200712,가전/가구,여성,60대이상,12035
20190612,의료,여성,20대,92463
20150701,백화점/상품권/아울렛,여성,60대이상,30959
20190718,스포츠/문화/레저,여성,20대,40410
20190617,가전/가구,여성,60대이상,63537
20150516,자동차,여성,40대,14073
20150517,여행/교통,여성,50대,27028
20150622,스포츠/문화/레저,남성,30대,55545
20150628,교육/학원,남성,30대,23605
20190725,자동차,남성,40대,50259
20190701,미용,남성,20대,21081
20150709,미용,여성,30대,47702
20150725,스포츠/문화/레저,여성,60대이상,14479
20190612,주유,남성,30대,159413
20200618,교육/학원,여성,60대이상,4782
20190602,주유,남성,40대,217147
20150521,자동차,남성,30대,26050
20150512,요식/유흥,남성,20대,267814
20190705,의료,남성,20대,49021
20200616,자동차,남성,60대이상,23605
20190714,요식/유흥,여성,30대,798559
20190514,백화점/상품권/아울렛,남성,30대,83536
20200603,패션/잡화,여성,50대,35909
20150520,패션/잡화,여성,30대,56043
20200602,백화점/상품권/아울렛,여성,60대이상,37887
20200507,스포츠/문화/레저,여성,20대,30610
20190706,여행/교통,남성,40대,110499
20150517,교육/학원,남성,20대,5254
20190721,요식/유흥,남성,30대,1074436
20200725,주유,여성,40대,82171
20150622,편의점,여성,50대,74399
20150506,할인점/마트,여성,30대,454641
20190725,미용,여성,60대이상,15732
20150617,가정생활/서비스,남성,40대,1711
20150604,미용,여성,40대,53415
20200608,여행/교통,여성,60대이상,10236
20190710,교육/학원,여성,60대이상,5686
20190721,자동차,남성,50대,14552
20190518,여행/교통,남성,30대,96139
20190522,편의점,여성,30대,320593
20150728,주유,여성,50대,77010
20200521,할인점/마트,남성,20대,134039
20150505,주유,여성,60대이상,20918
20190627,백화점/상품권/아울렛,여성,60대이상,48714
20150513,백화점/상품권/아울렛,여성,50대,86598
20190609,패션/잡화,여성,30대,42287
20150623,패션/잡화,남성,60대이상,9087
20150630,편의점,남성,60대이상,20457
20190712,가정생활/서비스,남성,30대,4251
20190528,가정생활/서비스,여성,40대,10120
20150514,스포츠/문화/레저,여성,40대,64600
20190508,미용,여성,60대이상,16632
20190714,스포츠/문화/레저,여성,60대이상,22330
20200610,백화점/상품권/아울렛,여성,30대,94048
20150708,자동차,남성,40대,27601
20200616,가정생활/서비스,여성,40대,6222
20200630,가정생활/서비스,남성,60대이상,718
20200620,주유,여성,50대,77770
20150605,패션/잡화,남성,50대,18581
20150619,백화점/상품권/아울렛,여성,40대,131495
20200623,교육/학원,남성,50대,24177
20190628,패션/잡화,남성,40대,28190
20190624,요식/유흥,남성,40대,991415
20190529,자동차,남성,60대이상,20418
20200502,요식/유흥,여성,40대,820249
20200602,요식/유흥,여성,30대,603392
20200605,가전/가구,여성,50대,34647
20200520,주유,남성,60대이상,112550
20200713,가전/가구,남성,20대,5812
20200509,주유,남성,20대,43999
20200627,미용,남성,60대이상,10404
20190723,백화점/상품권/아울렛,여성,50대,94335
20200728,자동차,남성,50대,41038
20190528,스포츠/문화/레저,남성,20대,70353
20150610,자동차,여성,40대,13297
20200509,자동차,여성,50대,13723
20190506,의료,여성,50대,93431
20150503,패션/잡화,남성,20대,16559
20190604,주유,남성,40대,228928
20150605,백화점/상품권/아울렛,남성,20대,15567
20200615,여행/교통,남성,60대이상,19709
20200523,할인점/마트,여성,60대이상,315026
20150515,주유,남성,60대이상,57673
20150626,요식/유흥,여성,60대이상,100617
20150619,교육/학원,여성,60대이상,3313
20150608,편의점,남성,50대,90869
20190621,의료,남성,30대,237200
20150501,할인점/마트,남성,20대,151172
20190522,가전/가구,남성,60대이상,22474
20200617,의료,남성,30대,183252
20190603,미용,여성,50대,46338
20150627,스포츠/문화/레저,여성,60대이상,15720
20150524,교육/학원,여성,50대,10418
20190623,가정생활/서비스,남성,40대,3420
20190727,요식/유흥,여성,40대,1042049
20190730,미용,남성,20대,19716
20190712,미용,남성,60대이상,8959
20200702,자동차,여성,20대,5423
20150721,요식/유흥,남성,40대,758231
20190519,여행/교통,여성,40대,55926
20190530,패션/잡화,남성,50대,21834
20190622,요식/유흥,남성,40대,1468096
20190625,백화점/상품권/아울렛,남성,40대,66856
20200531,요식/유흥,남성,60대이상,321506
20190513,스포츠/문화/레저,남성,20대,72433
20190520,주유,남성,60대이상,108889
20150617,미용,여성,40대,49848
20200723,의료,여성,40대,183022
20150518,할인점/마트,여성,50대,397857
20190614,요식/유흥,남성,30대,1085369
20200715,패션/잡화,남성,40대,21162
20190607,자동차,여성,20대,8119
20200701,할인점/마트,남성,20대,92926
20200505,가정생활/서비스,여성,30대,12736
20190725,주유,남성,30대,154703
20190503,여행/교통,여성,60대이상,14760
20150730,할인점/마트,남성,20대,126738
20200603,스포츠/문화/레저,여성,20대,27282
20150618,할인점/마트,여성,20대,155901
20190718,스포츠/문화/레저,남성,20대,79824
20150503,자동차,남성,20대,3624
20200503,편의점,남성,60대이상,75009
20150522,여행/교통,여성,50대,28996
20150525,스포츠/문화/레저,남성,40대,185473
20190521,요식/유흥,남성,50대,678679
20190610,자동차,남성,50대,40277
20200520,가정생활/서비스,여성,20대,914
20150626,스포츠/문화/레저,여성,60대이상,13049
20150710,가정생활/서비스,여성,50대,1251
20190613,여행/교통,여성,50대,38248
20190529,편의점,여성,20대,277217
20200516,스포츠/문화/레저,남성,60대이상,40390
20200504,패션/잡화,남성,50대,22189
20190723,가정생활/서비스,여성,60대이상,1996
20190525,패션/잡화,남성,40대,57478
20190502,가정생활/서비스,여성,30대,19885
20190518,주유,남성,30대,194878
20150710,편의점,여성,20대,148509
20190616,미용,남성,50대,27382
20190704,패션/잡화,여성,30대,37223
20200612,스포츠/문화/레저,남성,30대,71845
20190515,편의점,여성,40대,304169
20200715,백화점/상품권/아울렛,여성,30대,81286
20200511,미용,남성,20대,17558
20200523,의료,남성,20대,60739
20190523,편의점,여성,30대,326127
20200512,가전/가구,여성,50대,31698
20200502,여행/교통,여성,30대,61315
20150724,할인점/마트,남성,60대이상,150436
20200703,가정생활/서비스,남성,30대,1150
20200520,할인점/마트,남성,40대,757462
20150514,가전/가구,남성,20대,20714
20150612,가정생활/서비스,남성,20대,274
20150510,요식/유흥,남성,60대이상,138857
20150730,미용,남성,20대,14648
20190604,가전/가구,남성,40대,40005
20150703,스포츠/문화/레저,여성,50대,50492
20200718,스포츠/문화/레저,여성,40대,75942
20190514,스포츠/문화/레저,여성,20대,38139
20200707,의료,남성,30대,154995
20200701,주유,남성,20대,29493
20150504,의료,여성,20대,91410
20200513,미용,남성,30대,34360
20200610,스포츠/문화/레저,남성,60대이상,28941
20190620,교육/학원,여성,60대이상,7471
20190524,요식/유흥,여성,30대,904124
20190621,가전/가구,남성,40대,40878
20190630,자동차,여성,50대,9912
20150617,패션/잡화,남성,60대이상,8025
20150630,백화점/상품권/아울렛,여성,50대,72790
20200603,미용,남성,50대,36592
20150517,의료,여성,20대,17007
20200717,주유,여성,20대,18214
20190620,가정생활/서비스,남성,30대,7335
20150723,미용,여성,50대,29615
20190512,미용,남성,60대이상,5694
20190620,주유,여성,20대,24369
20190503,의료,여성,50대,258648
20150726,자동차,여성,50대,2859
20150727,패션/잡화,남성,30대,25737
20150602,할인점/마트,남성,20대,119407
20200522,할인점/마트,여성,60대이상,306408
20200731,여행/교통,남성,20대,19454
20190714,백화점/상품권/아울렛,여성,20대,86180
20150515,가전/가구,여성,30대,28792
20200529,여행/교통,여성,50대,25663
20150527,주유,남성,20대,38193
20190510,주유,남성,50대,201615
20200523,편의점,남성,40대,684975
20200620,스포츠/문화/레저,남성,50대,95707
20190615,백화점/상품권/아울렛,여성,40대,207749
20200611,스포츠/문화/레저,남성,40대,69821
20190604,가전/가구,남성,50대,39174
20190625,요식/유흥,여성,60대이상,218279
20200629,여행/교통,남성,30대,43902
20150626,스포츠/문화/레저,남성,30대,73178
20190604,스포츠/문화/레저,남성,30대,81685
20200730,할인점/마트,여성,40대,596026
20150727,편의점,여성,30대,148722
20150522,가전/가구,여성,20대,8897
20190526,의료,남성,40대,57093
20190619,백화점/상품권/아울렛,여성,20대,47505
20200531,백화점/상품권/아울렛,남성,30대,147598
20150711,자동차,여성,40대,13979
20190611,미용,여성,20대,43508
20150610,편의점,남성,20대,202944
20200719,편의점,여성,40대,236455
20190505,미용,여성,30대,38080
20150513,주유,남성,40대,172052
20190603,백화점/상품권/아울렛,남성,60대이상,19811
20190712,주유,여성,20대,25673
20150608,가전/가구,여성,50대,28151
20200626,주유,남성,60대이상,116245
20150517,스포츠/문화/레저,남성,20대,52643
20200625,할인점/마트,남성,20대,125101
20190603,패션/잡화,남성,20대,9994
20190609,의료,남성,30대,59191
20150605,요식/유흥,남성,50대,425771
20200522,미용,여성,30대,44738
20190707,가전/가구,여성,20대,8751
20200712,여행/교통,여성,40대,40807
20190512,할인점/마트,남성,50대,424713
20200626,백화점/상품권/아울렛,남성,40대,71564
20190607,여행/교통,여성,50대,41025
20200624,교육/학원,여성,20대,10505
20150522,패션/잡화,여성,50대,49102
20190526,편의점,남성,30대,710265
20150520,주유,여성,50대,74155
20190508,의료,남성,20대,53526
20150717,할인점/마트,여성,30대,496744
20190726,요식/유흥,남성,20대,448416
20150511,할인점/마트,여성,50대,384411
20190619,백화점/상품권/아울렛,여성,30대,134278
20200719,여행/교통,남성,50대,48851
20150729,교육/학원,남성,30대,33030
20200609,자동차,여성,20대,7187
20150715,편의점,여성,20대,141805
20190622,의료,여성,60대이상,81349
20190507,스포츠/문화/레저,여성,30대,48478
20150616,주유,여성,30대,67086
20200725,의료,여성,40대,178935
20150531,주유,남성,40대,194925
20190630,여행/교통,남성,40대,87168
20150730,자동차,여성,60대이상,3734
20200508,주유,여성,40대,77874
20150721,미용,남성,20대,11927
20190622,여행/교통,여성,40대,66833
20190712,의료,남성,60대이상,176674
20190714,여행/교통,남성,30대,97545
20190623,자동차,여성,50대,9888
20200524,주유,남성,50대,150023
20200719,가전/가구,여성,60대이상,11083
20150707,스포츠/문화/레저,남성,50대,39697
20200627,할인점/마트,여성,40대,742596
20200605,패션/잡화,남성,60대이상,18033
20200614,요식/유흥,여성,60대이상,173364
20190731,패션/잡화,남성,40대,29571
20190511,할인점/마트,남성,40대,937754
20190526,할인점/마트,남성,40대,689007
20190511,스포츠/문화/레저,여성,50대,75846
20190703,여행/교통,여성,40대,47269
20150623,요식/유흥,여성,20대,372706
20150722,편의점,여성,30대,152850
20150614,미용,여성,30대,43368
20190605,할인점/마트,남성,40대,692289
20190606,교육/학원,여성,40대,60241
20150715,미용,남성,40대,33267
20200506,주유,남성,30대,126464
20190623,할인점/마트,남성,50대,460821
20190510,백화점/상품권/아울렛,여성,30대,138834
20150715,요식/유흥,여성,40대,640268
20190517,백화점/상품권/아울렛,여성,40대,153818
20190605,편의점,남성,30대,751179
20200702,주유,여성,20대,15745
20190726,백화점/상품권/아울렛,여성,30대,126763
20190528,패션/잡화,남성,60대이상,16134
20150723,의료,남성,40대,175703
20200731,할인점/마트,여성,30대,387932
20150605,가전/가구,남성,60대이상,12267
20200703,요식/유흥,여성,30대,702244
20200615,미용,남성,60대이상,9031
20190628,패션/잡화,남성,30대,25124
20190616,의료,여성,40대,41969
20150708,스포츠/문화/레저,여성,40대,61293
20200616,편의점,여성,30대,293801
20190517,요식/유흥,남성,20대,487955
20200630,자동차,여성,20대,6637
20190516,백화점/상품권/아울렛,여성,30대,134639
20200510,할인점/마트,남성,20대,120469
20190729,가정생활/서비스,남성,40대,4882
20190724,요식/유흥,여성,20대,509866
20150511,백화점/상품권/아울렛,여성,50대,59980
20200711,여행/교통,여성,60대이상,14713
20190522,의료,여성,20대,95487
20200630,할인점/마트,남성,50대,457394
20190601,교육/학원,남성,20대,7895
20200702,요식/유흥,남성,50대,735412
20200527,요식/유흥,여성,60대이상,185466
20200518,패션/잡화,남성,60대이상,17096
20190712,백화점/상품권/아울렛,여성,40대,136837
20190501,가정생활/서비스,여성,20대,1168
20150730,스포츠/문화/레저,남성,40대,155708
20150609,할인점/마트,여성,50대,424162
20190613,스포츠/문화/레저,여성,60대이상,23956
20150713,미용,남성,20대,13303
20200624,요식/유흥,여성,20대,405365
20190506,패션/잡화,여성,60대이상,22355
20150615,의료,여성,50대,161338
20200623,의료,남성,50대,222607
20190719,편의점,남성,40대,620035
20200502,백화점/상품권/아울렛,여성,60대이상,52414
20190601,백화점/상품권/아울렛,남성,30대,187543
20190629,여행/교통,여성,50대,42588
20150523,편의점,여성,40대,133578
20150629,가정생활/서비스,남성,40대,3320
20190503,여행/교통,여성,40대,64689
20150621,가정생활/서비스,여성,30대,942
20200514,백화점/상품권/아울렛,여성,30대,97434
20200508,가정생활/서비스,남성,60대이상,1016
20150503,패션/잡화,여성,30대,54126
20150720,패션/잡화,여성,50대,37908
20150613,교육/학원,여성,20대,11256
20190728,교육/학원,남성,50대,17235
20150721,편의점,남성,40대,218189
20190527,패션/잡화,여성,20대,17977
20200626,자동차,여성,30대,21497
20200704,가정생활/서비스,여성,40대,7672
20150529,요식/유흥,여성,40대,691477
20190521,의료,여성,30대,273780
20150630,할인점/마트,여성,20대,145727
20200531,주유,여성,30대,55009
20190513,편의점,남성,50대,267174
20190521,의료,남성,50대,217997
20150604,편의점,여성,30대,144754
20200504,교육/학원,여성,30대,41760
20190613,의료,남성,40대,269676
20200730,가정생활/서비스,여성,30대,2233
20200515,패션/잡화,여성,50대,25122
20190504,편의점,남성,40대,605986
20200714,편의점,여성,60대이상,71241
20190629,여행/교통,남성,30대,95299
20190718,주유,여성,50대,84786
20150718,편의점,여성,20대,148478
20190611,패션/잡화,여성,60대이상,28343
20190523,요식/유흥,여성,50대,591512
20150507,가정생활/서비스,남성,20대,384
20200504,주유,여성,30대,61112
20150608,패션/잡화,남성,30대,21366
20150727,의료,남성,40대,231911
20150522,스포츠/문화/레저,남성,60대이상,20043
20190702,가정생활/서비스,남성,50대,2065
20200607,백화점/상품권/아울렛,여성,60대이상,48095
20200711,편의점,남성,50대,380203
20150730,주유,남성,20대,45795
20190630,할인점/마트,여성,50대,564568
20150726,가전/가구,여성,20대,8850
20190604,할인점/마트,남성,40대,656081
20150514,요식/유흥,남성,50대,407124
20150609,가정생활/서비스,여성,60대이상,407
20150528,주유,여성,50대,72774
20200514,미용,여성,50대,33001
20200722,패션/잡화,남성,30대,13101
20200505,주유,여성,30대,55776
20150718,요식/유흥,남성,60대이상,157428
20200614,요식/유흥,남성,50대,751620
20200714,가정생활/서비스,남성,30대,1957
20150507,스포츠/문화/레저,남성,50대,45396
20150716,요식/유흥,여성,20대,377393
20190614,자동차,남성,40대,53454
20150718,패션/잡화,여성,40대,83671
20190526,주유,남성,20대,63285
20150730,의료,여성,30대,171550
20190708,할인점/마트,남성,40대,647952
20150615,스포츠/문화/레저,여성,50대,43769
20190528,할인점/마트,여성,50대,572658
20190730,가정생활/서비스,남성,60대이상,1180
20150630,스포츠/문화/레저,여성,60대이상,13157
20190731,가정생활/서비스,남성,20대,533
20150604,요식/유흥,여성,60대이상,94919
20200723,백화점/상품권/아울렛,남성,20대,9657
20150723,요식/유흥,남성,20대,293897
20190617,자동차,남성,40대,51485
20150606,여행/교통,여성,40대,36685
20190531,백화점/상품권/아울렛,남성,30대,81427
20150712,미용,여성,60대이상,4066
20150511,요식/유흥,여성,50대,312928
20200606,미용,남성,20대,31845
20190709,교육/학원,여성,20대,13337
20200714,패션/잡화,남성,30대,14504
20150712,할인점/마트,여성,30대,315931
20150710,스포츠/문화/레저,여성,30대,58641
20190721,가전/가구,여성,20대,8138
20200730,백화점/상품권/아울렛,여성,60대이상,52582
20150703,패션/잡화,남성,40대,33705
20200520,주유,여성,50대,67575
20190528,패션/잡화,남성,40대,30010
20150731,스포츠/문화/레저,남성,30대,138127
20190620,미용,여성,30대,51326
20200704,패션/잡화,남성,40대,37283
20190709,요식/유흥,남성,60대이상,273483
20150514,스포츠/문화/레저,남성,30대,63546
20150508,스포츠/문화/레저,여성,20대,30390
20200522,패션/잡화,여성,30대,32849
20190504,할인점/마트,여성,60대이상,357915
20200606,패션/잡화,여성,30대,44171
20190620,여행/교통,여성,60대이상,14334
20150619,편의점,남성,50대,93495
20190724,요식/유흥,여성,30대,800103
20200727,편의점,남성,60대이상,115998
20200507,자동차,여성,20대,7141
20200708,스포츠/문화/레저,남성,20대,49595
20190612,자동차,남성,30대,42122
20200513,미용,여성,40대,39459
20150531,가정생활/서비스,남성,30대,1745
20200717,자동차,여성,50대,22368
20150610,여행/교통,남성,60대이상,9284
20150617,할인점/마트,남성,40대,544777
20200518,여행/교통,남성,60대이상,17214
20150722,요식/유흥,남성,30대,847330
20200615,할인점/마트,여성,20대,161049
20190603,교육/학원,남성,20대,8650
20150705,패션/잡화,남성,30대,43568
20200506,가정생활/서비스,여성,50대,1456
20150530,편의점,여성,20대,141465
20150503,할인점/마트,남성,60대이상,146418
20200724,스포츠/문화/레저,남성,60대이상,32069
20200605,의료,여성,60대이상,157069
20150709,백화점/상품권/아울렛,남성,40대,62319
20190520,편의점,남성,30대,651757
20190716,요식/유흥,남성,60대이상,271465
20150708,교육/학원,남성,30대,25668
20200701,요식/유흥,남성,60대이상,356590
20190510,의료,여성,40대,293054
20190517,의료,남성,20대,53366
20190711,백화점/상품권/아울렛,여성,20대,46476
20200531,백화점/상품권/아울렛,남성,60대이상,32121
20200713,가전/가구,여성,60대이상,18135
20200715,자동차,남성,60대이상,27024
20200604,할인점/마트,여성,60대이상,287955
20190524,가전/가구,여성,20대,10381
20150716,요식/유흥,여성,60대이상,101796
20190705,스포츠/문화/레저,남성,60대이상,29294
20190528,미용,남성,50대,25525
20190525,의료,남성,20대,42559
20200521,주유,여성,60대이상,32279
20150514,백화점/상품권/아울렛,여성,60대이상,31962
20150607,주유,여성,60대이상,18505
20190512,백화점/상품권/아울렛,남성,40대,217884
20190527,패션/잡화,여성,30대,22770
20200627,패션/잡화,남성,40대,42074
20150630,패션/잡화,여성,50대,43177
20200622,자동차,남성,40대,52932
20200502,백화점/상품권/아울렛,남성,50대,70170
20150502,주유,여성,30대,90765
20190720,주유,남성,50대,170515
20150702,패션/잡화,남성,50대,21734
20200508,자동차,남성,40대,49087
20200707,여행/교통,여성,30대,25491
20190720,미용,여성,50대,42613
20200614,자동차,남성,20대,14036
20200612,주유,여성,20대,22405
20190619,자동차,남성,30대,43095
20200629,백화점/상품권/아울렛,남성,20대,14031
20150519,자동차,여성,60대이상,2940
20190620,의료,여성,50대,217996
20190725,가정생활/서비스,여성,20대,2042
20150721,스포츠/문화/레저,남성,30대,54995
20190521,자동차,여성,20대,7081
20150611,편의점,여성,40대,116107
20190728,요식/유흥,남성,20대,498472
20200521,패션/잡화,여성,50대,37197
20200625,여행/교통,남성,20대,16878
20190511,백화점/상품권/아울렛,남성,30대,175497
20200707,여행/교통,남성,50대,44194
20150716,요식/유흥,남성,40대,762365
20150716,가정생활/서비스,남성,60대이상,882
20190629,편의점,남성,60대이상,75588
20150508,미용,남성,50대,21640
20200504,할인점/마트,여성,30대,499944
20190519,의료,남성,50대,29874
20150708,백화점/상품권/아울렛,남성,20대,12966
20190709,가정생활/서비스,남성,40대,4541
20200627,미용,남성,30대,60331
20190730,가전/가구,여성,40대,33978
20200717,요식/유흥,남성,30대,918969
20150502,자동차,여성,50대,9044
20190711,자동차,남성,60대이상,19300
20200605,여행/교통,여성,20대,23308
20150610,요식/유흥,여성,40대,611818
20200728,할인점/마트,남성,20대,91010
20150617,가전/가구,여성,20대,7453
20150702,주유,남성,20대,37683
20200704,백화점/상품권/아울렛,남성,30대,118056
20190517,교육/학원,여성,60대이상,6020
20200728,교육/학원,여성,30대,31731
20200714,편의점,남성,30대,621038
20200502,여행/교통,남성,30대,87248
20200626,가전/가구,여성,40대,32287
20190519,여행/교통,남성,40대,85823
20190617,백화점/상품권/아울렛,남성,60대이상,12241
20150619,교육/학원,남성,20대,4840
20190610,가정생활/서비스,여성,30대,22317
20200621,자동차,여성,40대,13302
20200515,주유,남성,60대이상,91484
20150717,의료,남성,20대,37126
20200720,자동차,여성,60대이상,12092
20190529,패션/잡화,여성,30대,37843
20200619,편의점,남성,20대,421918
20150706,주유,여성,30대,70393
